Year,State,State_Year,Eligible_Households,Total_HDD,Total_CDD,30NormHDD,LI_Coal_Heaters,LI_NG_Heaters,LI_FO_KE_Heaters,LI_LPG_Heaters,LI_EL_Heaters,LI_Wood_Heaters,Coal_Consumed,FO_Consumed,EL_Consumed,LPG_Consumed,KE_Consumed,NG_Consumed,Total_Energy_Consumed,Wood_Consumed,Coal_Exp,FO_Exp,EL_Exp,LPG_Exp,KE_Exp,NG_Exp,Total_Exp,Wood_Exp,Coal_Price,FO_Price,EL_Price,LPG_Price,KE_Price,NG_Price,Total_Avg_Price,Wood_Price,Percent_Allocation
2019,OREGON,OREGON 2019,403275,2178,340,5150,73,95214,8488,7540,274868,30401,0.0,1314.0,65804.0,3296.0,150.0,50478.0,255441.0,26998.0,0.0,26.5,2123.9,82.0,3.2,477.8,2843.6,130.2,0.0,20.15,32.28,24.87,21.53,9.47,21.48,11.46,0.008430335
2006,PENNSYLVANIA,PENNSYLVANIA 2006,1497596,1961,668,5913,18705,717210,321215,42175,214355,76060,1411.0,98083.0,176708.0,14969.0,8050.0,213774.0,914636.0,13680.0,5.1,1720.2,5359.0,363.8,143.5,3385.6,11029.6,52.3,3.59,17.54,30.33,24.31,17.83,15.84,21.16,6.31,0.053799962
2007,PENNSYLVANIA,PENNSYLVANIA 2007,1484126,2041,841,5913,18705,717210,321215,42175,214355,76060,1801.0,99131.0,186250.0,17318.0,5360.0,240231.0,965032.0,15120.0,6.3,1913.7,5976.9,459.1,103.4,3390.9,11914.1,63.9,3.52,19.3,32.09,26.51,19.28,14.12,21.3,6.97,0.051736396
2008,PENNSYLVANIA,PENNSYLVANIA 2008,1484126,2304,690,5913,18705,717210,321215,42175,214355,76060,0.0,153354.0,184452.0,19899.0,2791.0,238193.0,1015088.0,16920.0,0.0,3729.0,6137.0,617.7,74.8,3718.5,14365.0,88.1,0.0,24.32,33.27,31.04,26.78,15.61,23.59,8.59,0.05694002
2009,PENNSYLVANIA,PENNSYLVANIA 2009,1486751,2217,594,5913,18705,717210,321215,42175,214355,76060,0.0,76863.0,180515.0,21575.0,3887.0,236782.0,921633.0,24104.0,0.0,1380.1,6162.2,592.9,84.1,3356.5,11670.1,94.3,0.0,17.96,34.14,27.48,21.62,14.18,21.84,6.45,0.057310665
2010,PENNSYLVANIA,PENNSYLVANIA 2010,1535302,2299,998,5913,17615,781029,322422,49068,277785,23731,0.0,85432.0,188523.0,20812.0,4211.0,231854.0,947356.0,25852.0,0.0,1830.9,7017.2,626.5,102.3,2885.0,12581.2,119.3,0.0,21.43,37.22,30.1,24.3,12.44,23.02,7.61,0.059926738
2011,PENNSYLVANIA,PENNSYLVANIA 2011,1605457,1913,937,5913,17615,781029,322422,49068,277785,23731,0.0,80568.0,186963.0,19531.0,2572.0,228119.0,925964.0,25074.0,0.0,2106.0,7265.4,632.2,73.9,2734.3,12950.9,139.1,0.0,26.14,38.86,32.37,28.72,11.99,24.3,9.15,0.058849357
2012,PENNSYLVANIA,PENNSYLVANIA 2012,1605457,2121,897,5913,16329,769593,306467,45931,302982,31876,0.0,70781.0,180413.0,16645.0,1076.0,205991.0,864235.0,20953.0,0.0,2113.4,6741.6,510.8,32.4,2365.8,11893.5,129.4,0.0,29.86,37.37,30.69,30.15,11.48,24.39,10.19,0.058070598
2013,PENNSYLVANIA,PENNSYLVANIA 2013,1583906,2282,792,5913,65415,790011,303498,45260,330579,35045,0.0,79295.0,185107.0,18686.0,1152.0,243491.0,932734.0,27341.0,0.0,2285.4,6938.4,562.5,34.7,2696.5,12683.0,165.4,0.0,28.82,37.48,30.1,30.15,11.07,23.3,9.98,0.055709619
2014,PENNSYLVANIA,PENNSYLVANIA 2014,1556952,2197,626,5913,19687,823968,307726,47094,354176,37577,0.0,91046.0,184914.0,19958.0,2030.0,267748.0,970346.0,27670.0,0.0,2560.5,7217.8,653.5,61.4,2999.2,13655.7,163.2,0.0,28.12,39.03,32.75,30.23,11.2,23.44,9.73,0.057201372
2015,PENNSYLVANIA,PENNSYLVANIA 2015,1580756,1656,856,5913,18591,807737,293157,48178,364019,37960,0.0,86789.0,185676.0,18230.0,1350.0,247059.0,947986.0,34969.0,0.0,1705.3,7423.1,509.5,22.9,2601.8,12404.8,142.1,0.0,19.65,39.98,27.95,16.97,10.53,22.14,6.71,0.058564413
2016,PENNSYLVANIA,PENNSYLVANIA 2016,1563909,1886,1067,5913,18465,792443,277123,47933,368848,37615,0.0,73049.0,183829.0,16909.0,1513.0,224764.0,897102.0,28376.0,0.0,1233.6,7470.0,469.4,20.5,2193.9,11485.8,98.5,0.0,16.89,40.64,27.76,13.53,9.76,22.21,5.73,0.058102255
2017,PENNSYLVANIA,PENNSYLVANIA 2017,1579900,2179,771,5913,18753,805468,929179,49475,375249,37504,0.0,71250.0,176484.0,17668.0,921.0,228190.0,870323.0,27880.0,0.0,1338.6,7359.0,542.0,15.6,2493.6,11857.1,108.3,0.0,18.79,41.7,30.68,16.92,10.93,23.19,6.41,0.059886166
2018,PENNSYLVANIA,PENNSYLVANIA 2018,1559045,2138,998,5913,19155,805713,270686,51068,383217,38025,0.0,86087.0,190719.0,20768.0,930.0,262667.0,965806.0,35323.0,0.0,1781.0,7764.9,638.5,23.4,2843.1,13202.6,151.8,0.0,20.69,40.71,30.74,25.2,10.82,22.66,7.09,0.056193614
2019,PENNSYLVANIA,PENNSYLVANIA 2019,1524708,2099,880,5913,17961,803337,258155,53157,391847,37441,0.0,66666.0,185600.0,23752.0,1056.0,245942.0,891688.0,33458.0,0.0,1373.7,7508.6,620.0,25.9,2768.6,12435.2,138.4,0.0,20.61,40.46,26.1,24.5,11.26,22.89,6.82,0.052775529
2006,RHODE ISLAND,RHODE ISLAND 2006,118307,1890,606,5887,80,67415,42210,4225,14520,3609,4.0,16655.0,10265.0,687.0,224.0,17158.0,63159.0,536.0,0.0,304.4,454.7,21.3,4.1,296.6,1083.2,2.1,5.69,18.28,44.3,31.09,18.17,17.28,23.9,6.31,0.006119226
2007,RHODE ISLAND,RHODE ISLAND 2007,118664,2110,687,5887,80,67415,42210,4225,14520,3609,4.0,17138.0,10686.0,803.0,91.0,18142.0,63969.0,593.0,0.0,346.5,439.9,27.0,2.1,294.4,1112.4,2.5,5.69,20.22,41.17,33.59,22.69,16.23,23.56,6.97,0.005964538
2008,RHODE ISLAND,RHODE ISLAND 2008,118664,2232,612,5887,80,67415,42210,4225,14520,3609,0.0,16461.0,10382.0,864.0,60.0,18122.0,60968.0,663.0,0.0,410.8,531.0,33.4,1.6,298.8,1279.2,3.5,0.0,24.96,51.15,38.7,27.36,16.49,27.63,8.59,0.006586819
2009,RHODE ISLAND,RHODE ISLAND 2009,124182,2251,427,5887,80,67415,42210,4225,14520,3609,0.0,17591.0,10020.0,846.0,135.0,18343.0,61306.0,1399.0,0.0,325.1,458.2,30.0,3.0,305.6,1127.4,5.5,0.0,18.48,45.73,35.4,22.32,16.66,23.59,6.45,0.006652894
2010,RHODE ISLAND,RHODE ISLAND 2010,138390,2184,802,5887,68,62542,38469,3563,13115,392,0.0,16921.0,10638.0,726.0,101.0,17332.0,62062.0,1501.0,0.0,385.4,496.5,26.4,2.5,279.2,1197.0,6.9,0.0,22.78,46.67,36.34,25.3,16.11,25.67,7.61,0.00635399
2011,RHODE ISLAND,RHODE ISLAND 2011,142459,1738,732,5887,68,62542,38469,3563,13115,392,0.0,15568.0,10678.0,804.0,74.0,17267.0,59994.0,1456.0,0.0,403.4,448.5,32.8,2.2,258.5,1153.5,8.1,0.0,25.91,42.01,40.79,29.58,14.97,25.48,9.15,0.006145662
2012,RHODE ISLAND,RHODE ISLAND 2012,142459,2001,685,5887,203,66800,38614,2437,14753,646,0.0,15332.0,10650.0,720.0,35.0,16364.0,59656.0,1216.0,0.0,449.8,449.6,27.8,1.1,227.0,1162.8,7.5,0.0,29.34,42.22,38.64,31.66,13.87,26.52,10.19,0.006703846
2013,RHODE ISLAND,RHODE ISLAND 2013,145574,2217,685,5887,498,75286,40857,2513,17659,693,0.0,16229.0,10798.0,801.0,37.0,18789.0,65695.0,1587.0,0.0,460.5,481.0,31.3,1.2,265.1,1248.7,9.6,0.0,28.38,44.55,39.01,31.6,14.11,26.22,9.98,0.007530173
2014,RHODE ISLAND,RHODE ISLAND 2014,141674,2009,503,5887,129,78096,41000,3034,18134,926,0.0,15810.0,10476.0,1135.0,48.0,20287.0,65952.0,1606.0,0.0,437.3,527.1,48.3,1.5,298.6,1322.3,9.5,0.0,27.66,50.32,42.51,31.99,14.72,27.14,9.73,0.00712371
2015,RHODE ISLAND,RHODE ISLAND 2015,138059,1609,722,5887,196,78249,41034,3380,19948,1285,0.0,17271.0,10698.0,1061.0,29.0,20606.0,68000.0,1832.0,0.0,327.8,604.8,38.1,0.5,285.4,1264.0,7.4,0.0,18.98,56.53,35.87,17.13,13.85,24.89,6.71,0.008569538
2016,RHODE ISLAND,RHODE ISLAND 2016,138167,1767,996,5887,201,77180,37438,3400,20680,1531,0.0,10893.0,10514.0,1182.0,29.0,17732.0,58108.0,1396.0,0.0,175.9,573.7,43.7,0.4,237.4,1035.9,4.8,0.0,16.15,54.56,36.96,13.66,13.39,25.15,5.73,0.008025855
2017,RHODE ISLAND,RHODE ISLAND 2017,137700,2054,681,5887,125,76081,142625,3105,20387,1328,0.0,10336.0,10332.0,1216.0,16.0,18983.0,56505.0,1344.0,0.0,187.1,554.8,47.3,0.3,258.3,1052.9,5.2,0.0,18.1,53.69,38.89,17.08,13.6,25.25,6.41,0.007700496
2018,RHODE ISLAND,RHODE ISLAND 2018,135836,2141,847,5887,167,77562,36110,3313,21295,1379,0.0,14411.0,10660.0,1845.0,19.0,21136.0,64464.0,1248.0,0.0,288.9,642.0,73.9,0.5,321.2,1331.8,5.4,0.0,20.04,60.23,40.07,24.67,15.2,27.28,7.09,0.007577814
2019,RHODE ISLAND,RHODE ISLAND 2019,132290,2145,665,5887,137,75229,33690,3404,22691,1238,0.0,11827.0,10178.0,1621.0,19.0,20479.0,60993.0,1744.0,0.0,226.8,648.3,57.9,0.4,305.5,1246.2,7.2,0.0,19.18,63.7,35.73,23.04,14.92,27.58,6.82,0.006275914
2006,SOUTH CAROLINA,SOUTH CAROLINA 2006,494608,1025,1878,2795,75,104515,35875,49100,237860,19290,193.0,1225.0,97375.0,5116.0,2050.0,25870.0,355263.0,3404.0,0.9,21.0,2576.3,120.5,37.8,432.7,3199.8,10.5,4.88,17.17,26.46,23.56,18.46,16.73,24.03,7.87,0.014180333
2007,SOUTH CAROLINA,SOUTH CAROLINA 2007,488039,893,2041,2795,75,104515,35875,49100,237860,19290,0.0,992.0,100890.0,5135.0,1087.0,26075.0,362460.0,3762.0,0.0,18.4,2716.4,133.0,22.7,431.5,3334.7,12.8,4.55,18.52,26.92,25.9,20.91,16.55,24.58,8.7,0.014245201
2008,SOUTH CAROLINA,SOUTH CAROLINA 2008,488039,1141,1874,2795,75,104515,35875,49100,237860,19290,0.0,885.0,101429.0,5770.0,451.0,28002.0,367671.0,4210.0,0.0,21.7,2939.0,177.8,10.5,456.4,3623.0,17.6,0.0,24.52,28.98,30.82,23.27,16.3,26.22,10.72,0.01337513
2009,SOUTH CAROLINA,SOUTH CAROLINA 2009,491923,1129,1830,2795,75,104515,35875,49100,237860,19290,0.0,910.0,100846.0,5472.0,449.0,28011.0,360640.0,3916.0,0.0,15.8,3086.9,145.1,9.8,405.0,3674.9,12.3,0.0,17.37,30.61,26.51,21.85,14.46,26.78,8.05,0.013490604
2010,SOUTH CAROLINA,SOUTH CAROLINA 2010,531238,1316,2236,2795,53,101415,24842,40350,311576,6973,0.0,859.0,112091.0,6204.0,698.0,33165.0,403418.0,4200.0,0.0,17.6,3449.6,188.5,17.0,421.9,4110.1,15.6,0.0,20.48,30.77,30.38,24.28,12.72,26.58,9.5,0.012784264
2011,SOUTH CAROLINA,SOUTH CAROLINA 2011,573531,1000,2154,2795,53,101415,24842,40350,311576,6973,0.0,639.0,105096.0,4946.0,309.0,27428.0,370071.0,4074.0,0.0,17.5,3404.9,166.8,8.6,347.2,3963.1,18.2,0.0,27.36,32.4,33.72,27.64,12.66,28.31,11.42,0.012597605
2012,SOUTH CAROLINA,SOUTH CAROLINA 2012,573531,1024,1976,2795,88,96568,19446,35237,329370,8382,0.0,623.0,96786.0,3649.0,114.0,23280.0,339964.0,3404.0,0.0,17.0,3338.1,116.3,3.4,302.6,3794.3,16.9,0.0,27.27,34.49,31.88,29.69,13.0,30.17,12.71,0.012012675
2013,SOUTH CAROLINA,SOUTH CAROLINA 2013,565644,1070,1744,2795,111,101029,18643,33897,365681,8856,0.0,444.0,98308.0,4081.0,131.0,29158.0,351342.0,4442.0,0.0,12.6,3455.7,129.6,3.9,361.2,3984.6,21.6,0.0,28.29,35.15,31.77,29.52,12.39,29.77,12.45,0.013942459
2014,SOUTH CAROLINA,SOUTH CAROLINA 2014,559079,1110,1927,2795,94,106353,18128,34634,403062,8162,0.0,239.0,104803.0,4817.0,224.0,32652.0,376892.0,4495.0,0.0,6.5,3824.3,174.2,6.7,403.6,4436.7,21.3,0.0,27.34,36.49,36.17,29.88,12.36,30.71,12.14,0.014029168
2015,SOUTH CAROLINA,SOUTH CAROLINA 2015,536658,661,2109,2795,65,102475,14801,32362,403364,9021,0.0,512.0,102562.0,3972.0,162.0,29277.0,364063.0,1850.0,0.0,9.2,3778.5,124.3,2.7,358.6,4279.3,6.1,0.0,17.9,36.84,31.31,16.97,12.25,31.19,8.37,0.012875635
2016,SOUTH CAROLINA,SOUTH CAROLINA 2016,530111,883,2384,2795,115,100052,13033,30118,402450,8783,0.0,488.0,104460.0,3805.0,196.0,28430.0,368439.0,1599.0,0.0,7.6,3873.8,118.5,2.6,347.8,4354.8,4.5,0.0,15.49,37.08,31.14,13.53,12.23,31.56,7.15,0.013234419
2017,SOUTH CAROLINA,SOUTH CAROLINA 2017,524221,1046,2051,2795,72,94747,24284,28881,386858,8551,0.0,462.0,99716.0,4065.0,91.0,26363.0,351864.0,1302.0,0.0,8.2,3804.3,139.5,1.5,369.5,4327.1,4.1,0.0,17.64,38.15,34.31,16.92,14.02,32.98,8.0,0.013071454
2018,SOUTH CAROLINA,SOUTH CAROLINA 2018,536519,1065,2256,2795,66,91502,12633,27814,392098,8604,0.0,436.0,108680.0,4485.0,153.0,32821.0,379768.0,1732.0,0.0,8.4,3962.9,158.8,3.7,430.6,4570.4,6.0,0.0,19.24,36.46,35.4,24.44,13.12,31.04,8.85,0.013744926
2019,SOUTH CAROLINA,SOUTH CAROLINA 2019,519675,971,2275,2795,62,85215,11166,26199,389029,8373,0.0,424.0,106318.0,3918.0,131.0,29663.0,365358.0,1636.0,0.0,8.0,4048.1,123.8,3.0,379.4,4567.6,5.4,0.0,18.78,38.08,31.59,22.82,12.79,32.37,8.51,0.014578613
2006,SOUTH DAKOTA,SOUTH DAKOTA 2006,90755,2958,816,7848,125,26350,5840,19215,19460,4886,2.0,1273.0,13822.0,4365.0,13.0,11546.0,65350.0,1028.0,0.0,21.9,317.3,71.7,0.2,127.9,541.7,2.6,3.31,17.21,22.96,16.43,19.32,11.08,17.28,7.96,0.002749277
2007,SOUTH DAKOTA,SOUTH DAKOTA 2007,89500,2913,902,7848,125,26350,5840,19215,19460,4886,2.0,1022.0,14537.0,4891.0,9.0,12432.0,68100.0,1137.0,0.0,19.7,344.0,88.4,0.2,130.1,585.5,3.2,3.92,19.28,23.66,18.07,21.91,10.46,17.61,8.79,0.002680747
2008,SOUTH DAKOTA,SOUTH DAKOTA 2008,89500,3177,620,7848,125,26350,5840,19215,19460,4886,0.0,1261.0,15032.0,6546.0,7.0,13605.0,72709.0,1272.0,0.0,29.8,364.5,142.4,0.2,153.6,694.8,4.4,0.0,23.61,24.25,21.75,23.03,11.29,18.85,10.83,0.002372413
2009,SOUTH DAKOTA,SOUTH DAKOTA 2009,86121,3314,502,7848,125,26350,5840,19215,19460,4886,0.0,727.0,15393.0,6025.0,7.0,13624.0,72356.0,1670.0,0.0,11.6,382.8,102.6,0.2,124.3,625.7,4.3,0.0,15.96,24.87,17.02,23.25,9.12,17.24,8.13,0.002345908
2010,SOUTH DAKOTA,SOUTH DAKOTA 2010,89140,2980,745,7848,43,36725,4893,17166,26456,1458,0.0,735.0,15791.0,5043.0,9.0,12878.0,71663.0,1791.0,0.0,14.2,415.3,93.6,0.2,112.4,641.1,5.4,0.0,19.27,26.3,18.56,24.7,8.73,18.31,9.6,0.002490266
2011,SOUTH DAKOTA,SOUTH DAKOTA 2011,89994,2706,802,7848,43,36725,4893,17166,26456,1458,0.0,702.0,15853.0,4838.0,5.0,13027.0,71328.0,1737.0,0.0,18.8,434.7,101.4,0.1,111.3,672.7,6.3,0.0,26.84,27.42,20.96,27.95,8.55,19.23,11.54,0.00252569
2012,SOUTH DAKOTA,SOUTH DAKOTA 2012,89994,2947,1030,7848,142,33875,3432,17486,27352,1487,0.0,628.0,15196.0,4031.0,2.0,10933.0,65285.0,1452.0,0.0,16.8,448.4,72.4,0.0,90.1,633.6,5.9,0.0,26.76,29.51,17.95,29.32,8.24,20.28,12.85,0.002719777
2013,SOUTH DAKOTA,SOUTH DAKOTA 2013,87778,3271,800,7848,341,35532,3244,16752,29302,1966,0.0,533.0,16460.0,4658.0,2.0,14352.0,73373.0,1894.0,0.0,14.8,494.9,82.3,0.1,114.6,714.1,7.5,0.0,27.75,30.06,17.66,29.97,7.98,19.51,12.58,0.002332999
2014,SOUTH DAKOTA,SOUTH DAKOTA 2014,88818,3100,591,7848,0,36830,2804,15993,30650,1664,0.0,492.0,16471.0,4439.0,3.0,14797.0,73281.0,1917.0,0.0,13.2,505.3,107.0,0.1,131.8,764.8,7.4,0.0,26.82,30.68,24.1,32.25,8.9,20.78,12.27,0.002397135
2015,SOUTH DAKOTA,SOUTH DAKOTA 2015,91481,2613,743,7848,0,35321,2674,14205,31110,1970,0.0,475.0,15597.0,3929.0,2.0,12383.0,66496.0,2020.0,0.0,8.3,506.5,54.5,0.0,97.5,672.3,5.4,0.0,17.56,32.47,13.86,16.65,7.88,20.36,8.45,0.002424934
2016,SOUTH DAKOTA,SOUTH DAKOTA 2016,94369,2683,813,7848,34,35360,2802,15194,31467,1650,0.0,422.0,15759.0,4289.0,42.0,12312.0,66478.0,1629.0,0.0,6.4,529.6,50.4,0.6,88.6,679.4,3.7,0.0,15.24,33.6,11.76,13.31,7.2,20.38,7.22,0.002565396
2017,SOUTH DAKOTA,SOUTH DAKOTA 2017,92779,2935,727,7848,18,36100,9159,15353,31973,1727,0.0,378.0,15876.0,4049.0,1.0,12808.0,66928.0,1537.0,0.0,6.6,547.6,64.0,0.0,99.4,721.4,3.9,0.0,17.4,34.49,15.8,16.68,7.76,21.47,8.08,0.002644551
2018,SOUTH DAKOTA,SOUTH DAKOTA 2018,91689,3134,832,7848,18,37754,2843,15654,33451,1512,0.0,656.0,17123.0,4752.0,2.0,15234.0,73446.0,2518.0,0.0,12.4,581.8,78.7,0.0,109.4,789.5,7.1,0.0,18.97,33.98,16.56,25.7,7.18,20.47,8.94,0.002514211
2019,SOUTH DAKOTA,SOUTH DAKOTA 2019,89692,3095,709,7848,18,36030,2703,15041,34923,1572,0.0,530.0,17255.0,5868.0,2.0,16048.0,74163.0,2169.0,0.0,9.7,584.3,90.8,0.0,108.0,798.6,5.9,0.0,18.27,33.86,15.47,22.5,6.73,19.77,8.6,0.002365978
2006,TENNESSEE,TENNESSEE 2006,720796,1551,1561,4000,1635,180725,19610,47570,342720,50891,91.0,621.0,139264.0,8696.0,1607.0,63356.0,542604.0,10189.0,0.3,11.0,3164.3,199.2,31.9,899.4,4337.6,31.4,3.6,17.7,22.72,22.91,19.87,14.2,19.93,7.87,0.018930165
2007,TENNESSEE,TENNESSEE 2007,708071,1341,1736,4000,1635,180725,19610,47570,342720,50891,174.0,735.0,146306.0,8799.0,1156.0,63069.0,565271.0,11262.0,0.6,14.6,3362.6,217.9,26.0,815.1,4475.1,38.3,3.33,19.84,22.98,24.77,22.54,12.92,19.92,8.7,0.02054575
2008,TENNESSEE,TENNESSEE 2008,708071,1669,1396,4000,1635,180725,19610,47570,342720,50891,0.0,924.0,143122.0,7817.0,394.0,71753.0,562751.0,12603.0,0.0,22.4,3738.9,232.2,9.3,982.4,5038.1,52.8,0.0,24.29,26.12,29.71,23.69,13.69,22.01,10.72,0.017975417
2009,TENNESSEE,TENNESSEE 2009,711662,1604,1288,4000,1635,180725,19610,47570,342720,50891,0.0,952.0,137418.0,9786.0,583.0,67961.0,534400.0,7665.0,0.0,15.6,3755.4,252.8,13.9,803.2,4865.2,24.1,0.0,16.42,27.33,25.83,23.92,11.82,22.15,8.05,0.018013205
2010,TENNESSEE,TENNESSEE 2010,750175,1701,1776,4000,1135,196774,13074,44726,427495,21818,0.0,885.0,154192.0,10822.0,725.0,76044.0,604615.0,8221.0,0.0,17.6,4172.4,293.6,18.4,777.3,5309.8,30.5,0.0,19.83,27.06,27.13,25.41,10.22,21.6,9.5,0.017433116
2011,TENNESSEE,TENNESSEE 2011,784319,1465,1574,4000,1135,196774,13074,44726,427495,21818,0.0,262.0,146948.0,7620.0,287.0,68196.0,562714.0,7973.0,0.0,7.2,4298.0,214.5,8.3,686.0,5249.6,35.6,0.0,27.62,29.25,28.14,28.76,10.06,23.18,11.42,0.017167595
2012,TENNESSEE,TENNESSEE 2012,784319,1545,1536,4000,737,190861,10282,36407,447823,22503,0.0,238.0,135639.0,4424.0,98.0,54628.0,498076.0,6663.0,0.0,6.5,4015.6,110.1,3.0,535.4,4703.7,33.1,0.0,27.53,29.6,24.89,30.16,9.8,23.8,12.71,0.0170049
2013,TENNESSEE,TENNESSEE 2013,769260,1662,1299,4000,1367,193170,8608,35932,485637,22591,0.0,226.0,139571.0,5378.0,130.0,72595.0,531182.0,8694.0,0.0,6.5,4083.1,132.3,4.0,672.5,4940.7,42.3,0.0,28.55,29.25,24.6,30.83,9.26,22.33,12.45,0.018653156
2014,TENNESSEE,TENNESSEE 2014,756938,1653,1317,4000,893,193695,8521,35755,516692,25108,0.0,223.0,145141.0,7217.0,221.0,80605.0,562116.0,8799.0,0.0,6.2,4392.0,224.2,7.3,794.1,5465.6,41.8,0.0,27.6,30.26,31.06,33.18,9.85,23.08,12.14,0.018484145
2015,TENNESSEE,TENNESSEE 2015,762148,1089,1437,4000,814,188922,6527,34080,510441,24489,0.0,294.0,142169.0,6427.0,162.0,69704.0,535307.0,7666.0,0.0,5.3,4291.9,137.0,2.8,647.5,5109.6,25.1,0.0,18.07,30.19,21.32,17.13,9.29,23.04,8.37,0.017301295
2016,TENNESSEE,TENNESSEE 2016,742210,1275,1721,4000,698,181009,5949,31352,508429,24612,0.0,196.0,142533.0,5776.0,248.0,61201.0,530408.0,6809.0,0.0,3.1,4349.6,112.2,3.4,542.7,5029.9,19.0,0.0,15.64,30.52,19.42,13.66,8.87,23.66,7.15,0.017705236
2017,TENNESSEE,TENNESSEE 2017,755699,1548,1350,4000,754,184487,11948,31431,505528,23773,0.0,227.0,134066.0,5441.0,172.0,58910.0,496788.0,5414.0,0.0,4.0,4213.5,128.2,2.9,584.2,4949.8,16.9,0.0,17.81,31.43,23.55,17.08,9.92,24.63,8.0,0.018644393
2018,TENNESSEE,TENNESSEE 2018,737674,1559,1700,4000,559,180785,5641,29281,505124,23201,0.0,195.0,151431.0,6632.0,169.0,77947.0,563044.0,7159.0,0.0,3.8,4751.7,160.6,4.5,707.6,5652.8,24.8,0.0,19.43,31.38,24.21,26.31,9.08,23.63,8.85,0.018988766
2019,TENNESSEE,TENNESSEE 2019,712256,1447,1604,4000,582,182522,5292,28937,510961,22367,0.0,158.0,145260.0,7306.0,213.0,71609.0,524772.0,7490.0,0.0,3.0,4628.9,159.1,4.9,649.1,5469.9,24.9,0.0,18.7,31.87,21.78,23.04,9.06,24.05,8.51,0.019519252
2006,TEXAS,TEXAS 2006,2367527,690,3108,1995,180,821925,2185,169885,956640,32046,0.0,2.0,432789.0,23257.0,40.0,170587.0,1461274.0,16233.0,0.0,0.0,16307.4,543.6,0.7,2179.2,19081.0,50.0,3.73,16.33,37.68,23.38,17.27,12.77,30.14,7.87,0.057519513
2007,TEXAS,TEXAS 2007,2314860,669,2707,1995,180,821925,2185,169885,956640,32046,0.0,2.0,426231.0,25399.0,54.0,205049.0,1548942.0,17942.0,0.0,0.0,15418.6,632.4,0.8,2397.6,18510.5,61.0,2.94,17.88,36.17,24.9,15.69,11.69,27.89,8.7,0.07095069
2008,TEXAS,TEXAS 2008,2314860,746,2719,1995,180,821925,2185,169885,956640,32046,0.0,2.0,437555.0,24057.0,46.0,197875.0,1583561.0,20078.0,0.0,0.0,16712.3,696.8,0.9,2650.3,20144.4,84.1,0.0,24.88,38.19,28.96,19.45,13.39,30.18,10.72,0.064617452
2009,TEXAS,TEXAS 2009,2307914,886,2881,1995,180,821925,2185,169885,956640,32046,0.0,10.0,442928.0,20585.0,17.0,196905.0,1589673.0,12211.0,0.0,0.1,16074.3,503.2,0.3,2150.2,18766.6,38.4,0.0,14.54,36.29,24.44,19.84,10.92,28.21,8.05,0.065240554
2010,TEXAS,TEXAS 2010,2480073,697,2884,1995,152,804318,4309,118546,1346459,12907,0.0,4.0,467995.0,20501.0,28.0,233911.0,1686909.0,13097.0,0.0,0.1,15905.9,570.7,0.6,2450.2,18976.0,48.6,0.0,17.66,33.99,27.84,21.02,10.47,26.08,9.5,0.076675619
2011,TEXAS,TEXAS 2011,2621495,740,3440,1995,152,804318,4309,118546,1346459,12907,0.0,18.0,496972.0,18387.0,16.0,205559.0,1745786.0,12703.0,0.0,0.5,16142.0,562.0,0.4,2041.6,18803.1,56.7,0.0,25.41,32.48,30.56,25.97,9.93,25.9,11.42,0.073488292
2012,TEXAS,TEXAS 2012,2621495,636,3135,1995,88,762637,4405,98798,1403616,11401,0.0,14.0,468848.0,14675.0,4.0,174830.0,1600185.0,10615.0,0.0,0.4,15087.7,410.9,0.1,1793.3,17345.1,52.8,0.0,25.32,32.18,28.0,27.18,10.26,26.18,12.71,0.071351819
2013,TEXAS,TEXAS 2013,2613751,941,2882,1995,278,794742,4249,102016,1537442,12630,0.0,2.0,478610.0,17513.0,7.0,212250.0,1683791.0,13851.0,0.0,0.1,15926.1,485.3,0.2,2175.1,18654.1,67.4,0.0,26.34,33.28,27.71,26.69,10.25,26.13,12.45,0.071828712
2014,TEXAS,TEXAS 2014,2625100,743,2746,1995,311,818416,3828,101488,1655176,12682,0.0,8.0,480750.0,18546.0,9.0,242475.0,1709452.0,14018.0,0.0,0.2,16715.8,606.7,0.2,2617.2,20006.8,66.5,0.0,25.39,34.77,32.71,25.87,10.79,26.77,12.14,0.069423613
2015,TEXAS,TEXAS 2015,2628679,542,2942,1995,325,794801,4530,96478,1675325,12971,0.0,9.0,496964.0,19076.0,7.0,218847.0,1689589.0,2836.0,0.0,0.2,16838.4,467.2,0.1,2249.1,19564.2,9.3,0.0,15.93,33.88,24.49,17.01,10.28,26.58,8.37,0.065292804
2016,TEXAS,TEXAS 2016,2626278,513,3112,1995,309,781467,3895,91917,1706241,12933,0.0,6.0,498060.0,19585.0,7.0,180599.0,1659264.0,2066.0,0.0,0.1,16048.3,457.5,0.1,2056.6,18568.4,5.8,0.0,13.51,32.22,23.36,13.56,11.39,26.56,7.15,0.06870049
2017,TEXAS,TEXAS 2017,2656922,674,3008,1995,359,777377,10602,89853,1693264,12320,0.0,6.0,492154.0,15960.0,4.0,168814.0,1640599.0,1609.0,0.0,0.1,15886.4,435.3,0.1,2234.0,18560.9,5.0,0.0,15.67,32.28,27.27,16.96,13.23,27.39,8.0,0.069448323
